"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","spr.league .colname","other .colname"
"GS Surf A G00",2051,120.14,48.69,19,"WA","Bothel","RCL G99 Div 1","","FWRL NW G00, WYS Championship G00"
"WA Rush G00",1961,63.22,49.53,19,"WA","Everett","RCL G99 Div 1","","FWRL NW G00, WYS Championship G00"
"Spokane Sounders A G00",1886,59.25,31.46,20,"WA","Spokane","RCL G99 Div 1","","FWRL NW G00, WYS Championship G00"
"ISC Gunners A G00",1811,45.14,24.53,30,"WA","Issaquah","PSPL WNPL U19","",""
"ASE Emerald G00",1717,39.69,14.48,22,"WA","Pasco","PSPL WNPL U19","",""
"FPSC Fury Black G00",1680,25.1,17.81,25,"WA","Tacoma","PSPL WNPL U19","","WA Cup Gold Div"
"FC Portland Navy G00",1671,22.95,18.21,26,"OR","Portland","","PTT Win G99 Premier",""
"Seattle United Copa G00",1668,22.99,17.81,21,"WA","Seattle","RCL G99 Div 1","","FWRL NW G00, WYS Championship G00"
"PacNW Maroon G00",1666,20.62,19.57,22,"WA","Tukwila","RCL G99 Div 2","","FWRL NW G00, WYS Championship G00"
"NEU White G00",1639,23.66,14.18,21,"OR","Portland","","PTT Win G99 Premier","FWRL NW G00"
"Spokane Foxes Premier G00",1631,13.53,23.49,22,"WA","Spokane","PSPL WNPL U19","",""
"Breakers Black Croft G00",1617,16.61,17.35,19,"WA","Spokane","PSPL WSPL 1 U19","",""
"Westside Timbers Copa TS G00",1602,17.9,14.5,24,"OR","Beaverton","","PTT Win G99 Premier",""
"THUSC Silver G00",1576,14.98,14.47,25,"OR","Tualatin Hills","","PTT Win G00 Div 1",""
"Crossfire Select Habash G00",1553,15.23,12.11,28,"WA","Redmond","NPSL Div 1 (99) U19","","WYS Presidents Cup G00 Div 1"
"NW United Black G00",1549,17.64,10.2,34,"WA","Burlington","RCL G99 Div 2","","WYS Presidents Cup G00 19 Div 2"
"Pacific FC Orange G00",1538,14.02,11.9,39,"WA","Battleground","","PTT Win G00 Div 1","WYS Presidents Cup G00 Div 1"
"Cheney Storm FC G00",1533,11.66,13.79,20,"WA","Cheney","PSPL WNPL U19","",""
"PCU Red G00",1498,14,9.05,23,"OR","Portland","","PTT Win G99 Premier",""
"Capital FC Timbers Red G00",1483,13.38,8.5,21,"OR","Salem","","PTT Win G99 Premier",""
"GS Surf B G00",1463,15.64,6.35,25,"WA","Bothel","RCL G99 Div 3","",""
"SGESC Fusion Navy G00",1449,9.34,9.61,19,"WA","Graham","PSPL WSPL 2 U19","",""
"FC Salmon Creek Nemesis Blue G00",1432,11.3,7.05,30,"WA","Salmon Creek","","PTT Win G00 Div 1",""
"Southlake Select Rockets G00",1425,12.17,6.26,22,"WA","Renton","NPSL Div 1 (00) U18","","WYS Presidents Cup G00 Div 1"
"ISC Gunners B G00",1417,10.21,7.05,34,"WA","Issaquah","PSPL Classic U19","","WA Cup Gold Div"
"North Idaho Inferno G00",1408,9.32,7.27,8,"ID","","","Spr PSPL EWA - '99/'00 Copa 1 - East U19",""
"PacNW Blue G00",1376,8.43,6.42,24,"WA","Tukwila","RCL G99 Div 3","","WYS Presidents Cup G00 Div 1"
"WA Rush Nero G00",1312,7.64,4.54,28,"WA","Everett","RCL G99 Div 3","","WYS Presidents Cup G00 Div 1"
"Kent United Green G00",1291,8.51,3.53,27,"WA","Kent","NPSL Div 1 (00) U18","","WYS Presidents Cup G00 19 Div 2"
"NSC Edge G00",1278,6.44,4.26,15,"WA","Woodinvile","NPSL Div 1 (00) U18","",""
"Thelo Adrenaline G00",1278,7.3,3.75,21,"OR","Milwaukie","","PTT Win G00 Div 1",""
"Whatcom FC Rangers Blue G00",1274,4.51,5.95,23,"WA","Bellingham","RCL G99 Div 3","","WYS Presidents Cup G00 Div 1"
"Shoreline SC Verrou G00",1262,5.16,4.78,8,"WA","Shoreline","PSPL WSPL 1 U19","",""
"BFC Fire G00",1243,6.06,3.55,10,"OR","","","PTT Win G01 Div 2",""
"Eastside Timbers Red G00",1199,3.85,4.12,18,"OR","Gresham","","PTT Win G00 Div 1",""
"Crossfire Select Toon G00",1174,4.05,3.3,26,"WA","Redmond","NPSL Div 2 (99) U19","","WYS Presidents Cup G00 19 Div 2"
"SGESC Fusion White G00",1165,2.48,5.09,16,"WA","Graham","PSPL Classic U19","",""
"Seattle United S Blue G00",1144,3.19,3.41,20,"WA","Seattle","NPSL Div 1 (99) U19","","WYS Presidents Cup G00 Div 1"
"RSA Elite G00",1132,2.7,3.71,12,"WA","Puyallup","PSPL WSPL 2 U19","",""
"HSC Cosmos G00",1122,2.59,3.6,13,"OR","Hillsboro","","PTT Win G00 Div 1",""
"NK Storm G00",1069,1.82,3.54,21,"WA","Poulsbo","NPSL Div 1 (00) U18","",""
"Seattle United NE Blue G00",1060,2.1,2.9,17,"WA","Seattle","NPSL Div 1 (00) U18","","WYS Presidents Cup G00 Div 1"
"TFA Willamette G00",1052,1.89,3.04,10,"OR","","","PTT Win G00 Div 1",""
"Lake Hills Pumas G00",1035,1.72,2.97,21,"WA","Bellevue","NPSL Div 1 (00) U18","","WYS Presidents Cup G00 Div 1"
